cache_index,dataset,reference,split
21980,spaq,spaq/01783,train
21981,spaq,spaq/01784,train
21982,spaq,spaq/01785,train
21983,spaq,spaq/01786,train
21984,spaq,spaq/01787,train
21985,spaq,spaq/01788,train
21986,spaq,spaq/01789,train
21987,spaq,spaq/01790,train
21989,spaq,spaq/01792,train
21990,spaq,spaq/01793,train
21991,spaq,spaq/01794,train
21992,spaq,spaq/01795,train
21993,spaq,spaq/01796,train
21994,spaq,spaq/01797,train
21995,spaq,spaq/01798,train
21996,spaq,spaq/01799,train
21997,spaq,spaq/01800,train
21998,spaq,spaq/01801,train
22000,spaq,spaq/01803,train
22001,spaq,spaq/01804,train
22002,spaq,spaq/01805,train
22004,spaq,spaq/01807,train
22005,spaq,spaq/01808,train
22008,spaq,spaq/01811,train
22009,spaq,spaq/01812,train
22011,spaq,spaq/01814,train
22012,spaq,spaq/01815,train
22013,spaq,spaq/01816,train
22014,spaq,spaq/01817,train
22015,spaq,spaq/01818,train
22016,spaq,spaq/01819,train
22017,spaq,spaq/01820,train
22018,spaq,spaq/01821,train
22019,spaq,spaq/01822,train
22020,spaq,spaq/01823,train
22021,spaq,spaq/01824,train
22022,spaq,spaq/01825,train
22023,spaq,spaq/01826,train
22025,spaq,spaq/01828,train
22028,spaq,spaq/01831,train
22029,spaq,spaq/01832,train
22030,spaq,spaq/01833,train
22032,spaq,spaq/01835,train
22033,spaq,spaq/01836,train
22035,spaq,spaq/01838,train
22036,spaq,spaq/01839,train
22038,spaq,spaq/01841,train
22039,spaq,spaq/01842,train
22040,spaq,spaq/01843,train
22041,spaq,spaq/01844,train
22042,spaq,spaq/01845,train
22043,spaq,spaq/01846,train
22044,spaq,spaq/01847,train
22047,spaq,spaq/01850,train
22048,spaq,spaq/01851,train
22049,spaq,spaq/01852,train
22050,spaq,spaq/01853,train
22051,spaq,spaq/01854,train
22052,spaq,spaq/01855,train
22053,spaq,spaq/01856,train
22055,spaq,spaq/01858,train
22056,spaq,spaq/01859,train
22057,spaq,spaq/01860,train
22058,spaq,spaq/01861,train
22059,spaq,spaq/01862,train
22060,spaq,spaq/01863,train
22061,spaq,spaq/01864,train
22062,spaq,spaq/01865,train
22063,spaq,spaq/01866,train
22064,spaq,spaq/01867,train
22065,spaq,spaq/01868,train
22066,spaq,spaq/01869,train
22068,spaq,spaq/01871,train
22069,spaq,spaq/01872,train
22070,spaq,spaq/01873,train
22072,spaq,spaq/01875,train
22074,spaq,spaq/01877,train
22075,spaq,spaq/01878,train
22076,spaq,spaq/01879,train
22077,spaq,spaq/01880,train
22080,spaq,spaq/01883,train
22081,spaq,spaq/01884,train
22082,spaq,spaq/01885,train
22083,spaq,spaq/01886,train
22085,spaq,spaq/01888,train
22086,spaq,spaq/01889,train
22088,spaq,spaq/01891,train
22089,spaq,spaq/01892,train
22091,spaq,spaq/01894,train
22092,spaq,spaq/01895,train
22093,spaq,spaq/01896,train
22094,spaq,spaq/01897,train
22095,spaq,spaq/01898,train
22096,spaq,spaq/01899,train
22098,spaq,spaq/01901,train
22099,spaq,spaq/01902,train
22100,spaq,spaq/01903,train
22101,spaq,spaq/01904,train
22102,spaq,spaq/01905,train
22104,spaq,spaq/01907,train
22105,spaq,spaq/01908,train
22106,spaq,spaq/01909,train
22107,spaq,spaq/01910,train
22108,spaq,spaq/01911,train
22109,spaq,spaq/01912,train
22110,spaq,spaq/01913,train
22113,spaq,spaq/01916,train
22114,spaq,spaq/01917,train
22115,spaq,spaq/01918,train
22116,spaq,spaq/01919,train
22117,spaq,spaq/01920,train
22118,spaq,spaq/01921,train
22119,spaq,spaq/01922,train
22120,spaq,spaq/01923,train
22121,spaq,spaq/01924,train
22122,spaq,spaq/01925,train
22123,spaq,spaq/01926,train
22124,spaq,spaq/01927,train
22125,spaq,spaq/01928,train
22126,spaq,spaq/01929,train
22127,spaq,spaq/01930,train
22128,spaq,spaq/01931,train
22130,spaq,spaq/01933,train
22131,spaq,spaq/01934,train
22132,spaq,spaq/01935,train
22135,spaq,spaq/01938,train
22136,spaq,spaq/01939,train
22137,spaq,spaq/01940,train
22138,spaq,spaq/01941,train
22139,spaq,spaq/01942,train
22142,spaq,spaq/01945,train
22143,spaq,spaq/01946,train
22144,spaq,spaq/01947,train
22145,spaq,spaq/01948,train
22146,spaq,spaq/01949,train
22148,spaq,spaq/01951,train
22149,spaq,spaq/01952,train
22150,spaq,spaq/01953,train
22151,spaq,spaq/01954,train
22152,spaq,spaq/01955,train
22153,spaq,spaq/01956,train
22154,spaq,spaq/01957,train
22155,spaq,spaq/01958,train
22156,spaq,spaq/01959,train
22157,spaq,spaq/01960,train
22158,spaq,spaq/01961,train
22162,spaq,spaq/01965,train
22163,spaq,spaq/01966,train
22164,spaq,spaq/01967,train
22165,spaq,spaq/01968,train
22166,spaq,spaq/01969,train
22168,spaq,spaq/01971,train
22169,spaq,spaq/01972,train
22170,spaq,spaq/01973,train
22171,spaq,spaq/01974,train
22172,spaq,spaq/01975,train
22173,spaq,spaq/01976,train
22174,spaq,spaq/01977,train
22176,spaq,spaq/01979,train
22179,spaq,spaq/01982,train
22180,spaq,spaq/01983,train
22181,spaq,spaq/01984,train
22182,spaq,spaq/01985,train
22183,spaq,spaq/01986,train
22184,spaq,spaq/01987,train
22185,spaq,spaq/01988,train
22186,spaq,spaq/01989,train
22187,spaq,spaq/01990,train
22188,spaq,spaq/01991,train
22189,spaq,spaq/01992,train
22190,spaq,spaq/01993,train
22192,spaq,spaq/01995,train
22193,spaq,spaq/01996,train
22195,spaq,spaq/01998,train
22196,spaq,spaq/01999,train
22197,spaq,spaq/02000,train
22198,spaq,spaq/02001,train
22200,spaq,spaq/02003,train
22203,spaq,spaq/02006,train
22204,spaq,spaq/02007,train
22205,spaq,spaq/02008,train
22206,spaq,spaq/02009,train
22207,spaq,spaq/02010,train
22208,spaq,spaq/02011,train
22210,spaq,spaq/02013,train
22211,spaq,spaq/02014,train
22212,spaq,spaq/02015,train
22213,spaq,spaq/02016,train
22216,spaq,spaq/02019,train
22217,spaq,spaq/02020,train
22218,spaq,spaq/02021,train
22219,spaq,spaq/02022,train
22220,spaq,spaq/02023,train
22221,spaq,spaq/02024,train
22223,spaq,spaq/02026,train
22224,spaq,spaq/02027,train
22226,spaq,spaq/02029,train
22228,spaq,spaq/02031,train
22229,spaq,spaq/02032,train
22231,spaq,spaq/02034,train
22232,spaq,spaq/02035,train
22234,spaq,spaq/02037,train
22235,spaq,spaq/02038,train
22236,spaq,spaq/02039,train
22237,spaq,spaq/02040,train
22238,spaq,spaq/02041,train
22240,spaq,spaq/02043,train
22241,spaq,spaq/02044,train
22242,spaq,spaq/02045,train
22243,spaq,spaq/02046,train
22244,spaq,spaq/02047,train
22245,spaq,spaq/02048,train
22247,spaq,spaq/02050,train
22248,spaq,spaq/02051,train
22249,spaq,spaq/02052,train
22251,spaq,spaq/02054,train
22252,spaq,spaq/02055,train
22253,spaq,spaq/02056,train
22254,spaq,spaq/02057,train
22255,spaq,spaq/02058,train
22256,spaq,spaq/02059,train
22259,spaq,spaq/02062,train
22260,spaq,spaq/02063,train
22261,spaq,spaq/02064,train
22262,spaq,spaq/02065,train
22263,spaq,spaq/02066,train
22264,spaq,spaq/02067,train
22265,spaq,spaq/02068,train
22266,spaq,spaq/02069,train
22267,spaq,spaq/02070,train
22268,spaq,spaq/02071,train
22269,spaq,spaq/02072,train
22270,spaq,spaq/02073,train
22272,spaq,spaq/02075,train
22273,spaq,spaq/02076,train
22274,spaq,spaq/02077,train
22276,spaq,spaq/02079,train
22277,spaq,spaq/02080,train
22278,spaq,spaq/02081,train
22279,spaq,spaq/02082,train
22280,spaq,spaq/02083,train
22281,spaq,spaq/02084,train
22282,spaq,spaq/02085,train
22283,spaq,spaq/02086,train
22284,spaq,spaq/02087,train
22285,spaq,spaq/02088,train
22286,spaq,spaq/02089,train
22287,spaq,spaq/02090,train
22288,spaq,spaq/02091,train
22289,spaq,spaq/02092,train
22290,spaq,spaq/02093,train
22293,spaq,spaq/02096,train
22294,spaq,spaq/02097,train
22296,spaq,spaq/02099,train
22298,spaq,spaq/02101,train
22299,spaq,spaq/02102,train
22300,spaq,spaq/02103,train
22302,spaq,spaq/02105,train
22303,spaq,spaq/02106,train
22305,spaq,spaq/02108,train
22306,spaq,spaq/02109,train
22309,spaq,spaq/02112,train
22310,spaq,spaq/02113,train
22311,spaq,spaq/02114,train
22312,spaq,spaq/02115,train
22313,spaq,spaq/02116,train
22314,spaq,spaq/02117,train
22315,spaq,spaq/02118,train
22316,spaq,spaq/02119,train
22317,spaq,spaq/02120,train
22318,spaq,spaq/02121,train
22319,spaq,spaq/02122,train
22320,spaq,spaq/02123,train
22321,spaq,spaq/02124,train
22322,spaq,spaq/02125,train
22325,spaq,spaq/02128,train
22326,spaq,spaq/02129,train
22328,spaq,spaq/02131,train
22330,spaq,spaq/02133,train
22331,spaq,spaq/02134,train
22332,spaq,spaq/02135,train
22333,spaq,spaq/02136,train
22334,spaq,spaq/02137,train
22335,spaq,spaq/02138,train
22336,spaq,spaq/02139,train
22337,spaq,spaq/02140,train
22338,spaq,spaq/02141,train
22339,spaq,spaq/02142,train
22340,spaq,spaq/02143,train
22342,spaq,spaq/02145,train
22343,spaq,spaq/02146,train
22344,spaq,spaq/02147,train
22346,spaq,spaq/02149,train
22347,spaq,spaq/02150,train
22349,spaq,spaq/02152,train
22350,spaq,spaq/02153,train
22351,spaq,spaq/02154,train
22353,spaq,spaq/02156,train
22355,spaq,spaq/02158,train
22357,spaq,spaq/02160,train
22358,spaq,spaq/02161,train
22360,spaq,spaq/02163,train
22361,spaq,spaq/02164,train
22362,spaq,spaq/02165,train
22364,spaq,spaq/02167,train
22365,spaq,spaq/02168,train
22366,spaq,spaq/02169,train
22367,spaq,spaq/02170,train
22368,spaq,spaq/02171,train
22369,spaq,spaq/02172,train
22370,spaq,spaq/02173,train
22371,spaq,spaq/02174,train
22372,spaq,spaq/02175,train
22373,spaq,spaq/02176,train
22374,spaq,spaq/02177,train
22375,spaq,spaq/02178,train
22377,spaq,spaq/02180,train
22379,spaq,spaq/02182,train
22380,spaq,spaq/02183,train
22381,spaq,spaq/02184,train
22382,spaq,spaq/02185,train
22383,spaq,spaq/02186,train
22384,spaq,spaq/02187,train
22385,spaq,spaq/02188,train
22386,spaq,spaq/02189,train
22387,spaq,spaq/02190,train
22389,spaq,spaq/02192,train
22390,spaq,spaq/02193,train
22391,spaq,spaq/02194,train
22392,spaq,spaq/02195,train
22393,spaq,spaq/02196,train
22394,spaq,spaq/02197,train
22395,spaq,spaq/02198,train
22398,spaq,spaq/02201,train
22399,spaq,spaq/02202,train
22401,spaq,spaq/02204,train
22402,spaq,spaq/02205,train
22403,spaq,spaq/02206,train
22404,spaq,spaq/02207,train
22407,spaq,spaq/02210,train
22408,spaq,spaq/02211,train
22409,spaq,spaq/02212,train
22410,spaq,spaq/02213,train
22411,spaq,spaq/02214,train
22412,spaq,spaq/02215,train
22413,spaq,spaq/02216,train
22414,spaq,spaq/02217,train
22416,spaq,spaq/02219,train
22417,spaq,spaq/02220,train
22418,spaq,spaq/02221,train
22421,spaq,spaq/02224,train
22422,spaq,spaq/02225,train
22423,spaq,spaq/02226,train
22424,spaq,spaq/02227,train
22425,spaq,spaq/02228,train
22426,spaq,spaq/02229,train
22427,spaq,spaq/02230,train
22428,spaq,spaq/02231,train
22429,spaq,spaq/02232,train
22430,spaq,spaq/02233,train
22431,spaq,spaq/02234,train
22432,spaq,spaq/02235,train
22433,spaq,spaq/02236,train
22435,spaq,spaq/02238,train
22436,spaq,spaq/02239,train
22438,spaq,spaq/02241,train
22439,spaq,spaq/02242,train
22440,spaq,spaq/02243,train
22441,spaq,spaq/02244,train
22442,spaq,spaq/02245,train
22443,spaq,spaq/02246,train
22444,spaq,spaq/02247,train
22446,spaq,spaq/02249,train
22447,spaq,spaq/02250,train
22448,spaq,spaq/02251,train
22449,spaq,spaq/02252,train
22450,spaq,spaq/02253,train
22451,spaq,spaq/02254,train
22452,spaq,spaq/02255,train
22453,spaq,spaq/02256,train
22455,spaq,spaq/02258,train
22456,spaq,spaq/02259,train
22457,spaq,spaq/02260,train
22459,spaq,spaq/02262,train
22461,spaq,spaq/02264,train
22462,spaq,spaq/02265,train
22463,spaq,spaq/02266,train
22464,spaq,spaq/02267,train
22465,spaq,spaq/02268,train
22467,spaq,spaq/02270,train
22468,spaq,spaq/02271,train
22469,spaq,spaq/02272,train
22472,spaq,spaq/02275,train
22473,spaq,spaq/02276,train
22474,spaq,spaq/02277,train
22475,spaq,spaq/02278,train
22476,spaq,spaq/02279,train
22477,spaq,spaq/02280,train
22478,spaq,spaq/02281,train
22479,spaq,spaq/02282,train
22482,spaq,spaq/02285,train
22486,spaq,spaq/02289,train
22487,spaq,spaq/02290,train
22490,spaq,spaq/02293,train
22491,spaq,spaq/02294,train
22492,spaq,spaq/02295,train
22493,spaq,spaq/02296,train
22495,spaq,spaq/02298,train
22496,spaq,spaq/02299,train
22497,spaq,spaq/02300,train
22498,spaq,spaq/02301,train
22499,spaq,spaq/02302,train
22500,spaq,spaq/02303,train
22501,spaq,spaq/02304,train
22502,spaq,spaq/02305,train
22503,spaq,spaq/02306,train
22504,spaq,spaq/02307,train
22505,spaq,spaq/02308,train
22506,spaq,spaq/02309,train
22507,spaq,spaq/02310,train
22508,spaq,spaq/02311,train
22509,spaq,spaq/02312,train
22510,spaq,spaq/02313,train
22511,spaq,spaq/02314,train
22512,spaq,spaq/02315,train
22513,spaq,spaq/02316,train
22515,spaq,spaq/02318,train
22516,spaq,spaq/02319,train
22517,spaq,spaq/02320,train
22518,spaq,spaq/02321,train
22521,spaq,spaq/02324,train
22522,spaq,spaq/02325,train
22523,spaq,spaq/02326,train
22524,spaq,spaq/02327,train
22525,spaq,spaq/02328,train
22527,spaq,spaq/02330,train
22528,spaq,spaq/02331,train
22530,spaq,spaq/02333,train
22531,spaq,spaq/02334,train
22533,spaq,spaq/02336,train
22534,spaq,spaq/02337,train
22535,spaq,spaq/02338,train
22537,spaq,spaq/02340,train
22538,spaq,spaq/02341,train
22539,spaq,spaq/02342,train
22540,spaq,spaq/02343,train
22541,spaq,spaq/02344,train
22542,spaq,spaq/02345,train
22543,spaq,spaq/02346,train
22544,spaq,spaq/02347,train
22546,spaq,spaq/02349,train
22547,spaq,spaq/02350,train
22548,spaq,spaq/02351,train
22549,spaq,spaq/02352,train
22553,spaq,spaq/02356,train
22554,spaq,spaq/02357,train
22555,spaq,spaq/02358,train
22556,spaq,spaq/02359,train
22558,spaq,spaq/02361,train
22559,spaq,spaq/02362,train
22560,spaq,spaq/02363,train
22561,spaq,spaq/02364,train
22562,spaq,spaq/02365,train
22564,spaq,spaq/02367,train
22565,spaq,spaq/02368,train
22566,spaq,spaq/02369,train
22567,spaq,spaq/02370,train
22568,spaq,spaq/02371,train
22569,spaq,spaq/02372,train
22570,spaq,spaq/02373,train
22571,spaq,spaq/02374,train
22572,spaq,spaq/02375,train
22574,spaq,spaq/02377,train
22575,spaq,spaq/02378,train
22577,spaq,spaq/02380,train
22578,spaq,spaq/02381,train
22579,spaq,spaq/02382,train
22580,spaq,spaq/02383,train
22581,spaq,spaq/02384,train
22582,spaq,spaq/02385,train
22584,spaq,spaq/02387,train
22585,spaq,spaq/02388,train
22586,spaq,spaq/02389,train
22587,spaq,spaq/02390,train
22588,spaq,spaq/02391,train
22589,spaq,spaq/02392,train
22590,spaq,spaq/02393,train
22591,spaq,spaq/02394,train
22592,spaq,spaq/02395,train
22593,spaq,spaq/02396,train
22595,spaq,spaq/02398,train
22596,spaq,spaq/02399,train
22597,spaq,spaq/02400,train
22598,spaq,spaq/02401,train
22599,spaq,spaq/02402,train
22601,spaq,spaq/02404,train
22602,spaq,spaq/02405,train
22603,spaq,spaq/02406,train
22605,spaq,spaq/02408,train
22606,spaq,spaq/02409,train
22607,spaq,spaq/02410,train
22608,spaq,spaq/02411,train
22609,spaq,spaq/02412,train
22610,spaq,spaq/02413,train
22611,spaq,spaq/02414,train
22612,spaq,spaq/02415,train
22613,spaq,spaq/02416,train
22614,spaq,spaq/02417,train
22615,spaq,spaq/02418,train
22616,spaq,spaq/02419,train
22617,spaq,spaq/02420,train
22618,spaq,spaq/02421,train
22619,spaq,spaq/02422,train
22621,spaq,spaq/02424,train
22622,spaq,spaq/02425,train
22623,spaq,spaq/02426,train
22625,spaq,spaq/02428,train
22626,spaq,spaq/02429,train
22627,spaq,spaq/02430,train
22628,spaq,spaq/02431,train
22629,spaq,spaq/02432,train
22630,spaq,spaq/02433,train
22631,spaq,spaq/02434,train
22632,spaq,spaq/02435,train
22633,spaq,spaq/02436,train
22634,spaq,spaq/02437,train
22635,spaq,spaq/02438,train
22636,spaq,spaq/02439,train
22637,spaq,spaq/02440,train
22639,spaq,spaq/02442,train
22640,spaq,spaq/02443,train
22641,spaq,spaq/02444,train
22644,spaq,spaq/02447,train
22645,spaq,spaq/02448,train
22646,spaq,spaq/02449,train
22648,spaq,spaq/02451,train
22649,spaq,spaq/02452,train
22650,spaq,spaq/02453,train
22651,spaq,spaq/02454,train
22652,spaq,spaq/02455,train
22653,spaq,spaq/02456,train
22655,spaq,spaq/02458,train
22656,spaq,spaq/02459,train
22657,spaq,spaq/02460,train
22658,spaq,spaq/02461,train
22659,spaq,spaq/02462,train
22660,spaq,spaq/02463,train
22661,spaq,spaq/02464,train
22663,spaq,spaq/02466,train
22664,spaq,spaq/02467,train
22665,spaq,spaq/02468,train
22666,spaq,spaq/02469,train
22669,spaq,spaq/02472,train
22670,spaq,spaq/02473,train
22671,spaq,spaq/02474,train
22672,spaq,spaq/02475,train
22673,spaq,spaq/02476,train
22674,spaq,spaq/02477,train
22675,spaq,spaq/02478,train
22676,spaq,spaq/02479,train
22677,spaq,spaq/02480,train
22680,spaq,spaq/02483,train
22681,spaq,spaq/02484,train
22682,spaq,spaq/02485,train
22683,spaq,spaq/02486,train
22684,spaq,spaq/02487,train
22685,spaq,spaq/02488,train
22686,spaq,spaq/02489,train
22687,spaq,spaq/02490,train
22688,spaq,spaq/02491,train
22690,spaq,spaq/02493,train
22691,spaq,spaq/02494,train
22692,spaq,spaq/02495,train
22693,spaq,spaq/02496,train
22694,spaq,spaq/02497,train
22695,spaq,spaq/02498,train
22696,spaq,spaq/02499,train
22697,spaq,spaq/02500,train
22699,spaq,spaq/02502,train
22700,spaq,spaq/02503,train
22701,spaq,spaq/02504,train
22702,spaq,spaq/02505,train
22703,spaq,spaq/02506,train
22705,spaq,spaq/02508,train
22706,spaq,spaq/02509,train
22707,spaq,spaq/02510,train
22708,spaq,spaq/02511,train
22710,spaq,spaq/02513,train
22711,spaq,spaq/02514,train
22712,spaq,spaq/02515,train
22713,spaq,spaq/02516,train
22714,spaq,spaq/02517,train
22715,spaq,spaq/02518,train
22716,spaq,spaq/02519,train
22717,spaq,spaq/02520,train
22719,spaq,spaq/02522,train
22720,spaq,spaq/02523,train
22721,spaq,spaq/02524,train
22723,spaq,spaq/02526,train
22724,spaq,spaq/02527,train
22725,spaq,spaq/02528,train
22727,spaq,spaq/02530,train
22729,spaq,spaq/02532,train
22730,spaq,spaq/02533,train
22731,spaq,spaq/02534,train
22733,spaq,spaq/02536,train
22734,spaq,spaq/02537,train
22735,spaq,spaq/02538,train
22736,spaq,spaq/02539,train
22737,spaq,spaq/02540,train
22738,spaq,spaq/02541,train
22739,spaq,spaq/02542,train
22740,spaq,spaq/02543,train
22741,spaq,spaq/02544,train
22742,spaq,spaq/02545,train
22743,spaq,spaq/02546,train
22744,spaq,spaq/02547,train
22745,spaq,spaq/02548,train
22746,spaq,spaq/02549,train
22747,spaq,spaq/02550,train
22748,spaq,spaq/02551,train
22749,spaq,spaq/02552,train
22750,spaq,spaq/02553,train
22751,spaq,spaq/02554,train
22752,spaq,spaq/02555,train
22753,spaq,spaq/02556,train
22754,spaq,spaq/02557,train
22755,spaq,spaq/02558,train
22756,spaq,spaq/02559,train
22757,spaq,spaq/02560,train
22758,spaq,spaq/02561,train
22759,spaq,spaq/02562,train
22760,spaq,spaq/02563,train
22761,spaq,spaq/02564,train
22762,spaq,spaq/02565,train
22763,spaq,spaq/02566,train
22764,spaq,spaq/02567,train
22765,spaq,spaq/02568,train
22766,spaq,spaq/02569,train
22767,spaq,spaq/02570,train
22768,spaq,spaq/02571,train
22769,spaq,spaq/02572,train
22770,spaq,spaq/02573,train
22771,spaq,spaq/02574,train
22772,spaq,spaq/02575,train
22775,spaq,spaq/02578,train
22776,spaq,spaq/02579,train
22777,spaq,spaq/02580,train
22778,spaq,spaq/02581,train
22779,spaq,spaq/02582,train
22780,spaq,spaq/02583,train
22781,spaq,spaq/02584,train
22783,spaq,spaq/02586,train
22784,spaq,spaq/02587,train
22785,spaq,spaq/02588,train
22786,spaq,spaq/02589,train
22787,spaq,spaq/02590,train
22788,spaq,spaq/02591,train
22789,spaq,spaq/02592,train
22790,spaq,spaq/02593,train
22792,spaq,spaq/02595,train
22793,spaq,spaq/02596,train
22795,spaq,spaq/02598,train
22796,spaq,spaq/02599,train
22797,spaq,spaq/02600,train
22798,spaq,spaq/02601,train
22799,spaq,spaq/02602,train
22801,spaq,spaq/02604,train
22803,spaq,spaq/02606,train
22805,spaq,spaq/02608,train
22806,spaq,spaq/02609,train
22807,spaq,spaq/02610,train
22808,spaq,spaq/02611,train
22810,spaq,spaq/02613,train
22811,spaq,spaq/02614,train
22812,spaq,spaq/02615,train
22813,spaq,spaq/02616,train
22814,spaq,spaq/02617,train
22815,spaq,spaq/02618,train
22816,spaq,spaq/02619,train
22819,spaq,spaq/02622,train
22820,spaq,spaq/02623,train
22822,spaq,spaq/02625,train
22823,spaq,spaq/02626,train
22824,spaq,spaq/02627,train
22825,spaq,spaq/02628,train
22826,spaq,spaq/02629,train
22827,spaq,spaq/02630,train
22828,spaq,spaq/02631,train
22829,spaq,spaq/02632,train
22831,spaq,spaq/02634,train
22832,spaq,spaq/02635,train
22833,spaq,spaq/02636,train
22834,spaq,spaq/02637,train
22836,spaq,spaq/02639,train
22837,spaq,spaq/02640,train
22838,spaq,spaq/02641,train
22839,spaq,spaq/02642,train
22840,spaq,spaq/02643,train
22841,spaq,spaq/02644,train
22842,spaq,spaq/02645,train
22844,spaq,spaq/02647,train
22845,spaq,spaq/02648,train
22846,spaq,spaq/02649,train
22847,spaq,spaq/02650,train
22848,spaq,spaq/02651,train
22849,spaq,spaq/02652,train
22850,spaq,spaq/02653,train
22851,spaq,spaq/02654,train
22852,spaq,spaq/02655,train
22853,spaq,spaq/02656,train
22854,spaq,spaq/02657,train
22855,spaq,spaq/02658,train
22856,spaq,spaq/02659,train
22857,spaq,spaq/02660,train
22859,spaq,spaq/02662,train
22861,spaq,spaq/02664,train
22863,spaq,spaq/02666,train
22864,spaq,spaq/02667,train
22866,spaq,spaq/02669,train
22867,spaq,spaq/02670,train
22868,spaq,spaq/02671,train
22870,spaq,spaq/02673,train
22871,spaq,spaq/02674,train
22872,spaq,spaq/02675,train
22873,spaq,spaq/02676,train
22875,spaq,spaq/02678,train
22876,spaq,spaq/02679,train
22877,spaq,spaq/02680,train
22878,spaq,spaq/02681,train
22879,spaq,spaq/02682,train
22881,spaq,spaq/02684,train
22883,spaq,spaq/02686,train
22884,spaq,spaq/02687,train
22886,spaq,spaq/02689,train
22887,spaq,spaq/02690,train
22888,spaq,spaq/02691,train
22889,spaq,spaq/02692,train
22891,spaq,spaq/02694,train
22892,spaq,spaq/02695,train
22894,spaq,spaq/02697,train
22895,spaq,spaq/02698,train
22898,spaq,spaq/02701,train
22900,spaq,spaq/02703,train
22901,spaq,spaq/02704,train
22902,spaq,spaq/02705,train
22904,spaq,spaq/02707,train
22905,spaq,spaq/02708,train
22906,spaq,spaq/02709,train
22908,spaq,spaq/02711,train
22909,spaq,spaq/02712,train
22911,spaq,spaq/02714,train
22912,spaq,spaq/02715,train
22913,spaq,spaq/02716,train
22914,spaq,spaq/02717,train
22915,spaq,spaq/02718,train
22916,spaq,spaq/02719,train
22917,spaq,spaq/02720,train
22918,spaq,spaq/02721,train
22919,spaq,spaq/02722,train
22920,spaq,spaq/02723,train
22921,spaq,spaq/02724,train
22922,spaq,spaq/02725,train
22923,spaq,spaq/02726,train
22924,spaq,spaq/02727,train
22925,spaq,spaq/02728,train
22926,spaq,spaq/02729,train
22927,spaq,spaq/02730,train
22928,spaq,spaq/02731,train
22929,spaq,spaq/02732,train
22930,spaq,spaq/02733,train
22931,spaq,spaq/02734,train
22932,spaq,spaq/02735,train
22933,spaq,spaq/02736,train
22934,spaq,spaq/02737,train
22935,spaq,spaq/02738,train
22936,spaq,spaq/02739,train
22938,spaq,spaq/02741,train
22939,spaq,spaq/02742,train
22940,spaq,spaq/02743,train
22941,spaq,spaq/02744,train
22942,spaq,spaq/02745,train
22943,spaq,spaq/02746,train
22944,spaq,spaq/02747,train
22945,spaq,spaq/02748,train
22946,spaq,spaq/02749,train
22948,spaq,spaq/02751,train
22949,spaq,spaq/02752,train
22950,spaq,spaq/02753,train
22951,spaq,spaq/02754,train
22952,spaq,spaq/02755,train
22953,spaq,spaq/02756,train
22954,spaq,spaq/02757,train
22955,spaq,spaq/02758,train
22956,spaq,spaq/02759,train
22957,spaq,spaq/02760,train
22958,spaq,spaq/02761,train
22959,spaq,spaq/02762,train
22961,spaq,spaq/02764,train
22963,spaq,spaq/02766,train
22964,spaq,spaq/02767,train
22969,spaq,spaq/02772,train
22970,spaq,spaq/02773,train
22971,spaq,spaq/02774,train
22973,spaq,spaq/02776,train
22974,spaq,spaq/02777,train
22975,spaq,spaq/02778,train
22976,spaq,spaq/02779,train
22977,spaq,spaq/02780,train
22978,spaq,spaq/02781,train
22980,spaq,spaq/02783,train
22981,spaq,spaq/02784,train
22982,spaq,spaq/02785,train
22983,spaq,spaq/02786,train
22984,spaq,spaq/02787,train
22985,spaq,spaq/02788,train
22986,spaq,spaq/02789,train
22987,spaq,spaq/02790,train
22988,spaq,spaq/02791,train
22989,spaq,spaq/02792,train
22990,spaq,spaq/02793,train
22991,spaq,spaq/02794,train
22992,spaq,spaq/02795,train
22995,spaq,spaq/02798,train
22997,spaq,spaq/02800,train
22998,spaq,spaq/02801,train
23000,spaq,spaq/02803,train
23002,spaq,spaq/02805,train
23003,spaq,spaq/02806,train
23004,spaq,spaq/02807,train
23005,spaq,spaq/02808,train
23007,spaq,spaq/02810,train
23008,spaq,spaq/02811,train
23011,spaq,spaq/02814,train
23012,spaq,spaq/02815,train
23013,spaq,spaq/02816,train
23015,spaq,spaq/02818,train
23016,spaq,spaq/02819,train
23017,spaq,spaq/02820,train
23018,spaq,spaq/02821,train
23019,spaq,spaq/02822,train
23020,spaq,spaq/02823,train
23021,spaq,spaq/02824,train
23022,spaq,spaq/02825,train
23023,spaq,spaq/02826,train
23024,spaq,spaq/02827,train
23026,spaq,spaq/02829,train
23027,spaq,spaq/02830,train
23028,spaq,spaq/02831,train
23029,spaq,spaq/02832,train
23031,spaq,spaq/02834,train
23032,spaq,spaq/02835,train
23033,spaq,spaq/02836,train
23034,spaq,spaq/02837,train
23035,spaq,spaq/02838,train
23036,spaq,spaq/02839,train
23037,spaq,spaq/02840,train
23038,spaq,spaq/02841,train
23039,spaq,spaq/02842,train
23040,spaq,spaq/02843,train
23041,spaq,spaq/02844,train
23042,spaq,spaq/02845,train
23043,spaq,spaq/02846,train
23046,spaq,spaq/02849,train
23048,spaq,spaq/02851,train
23049,spaq,spaq/02852,train
23051,spaq,spaq/02854,train
23052,spaq,spaq/02855,train
23053,spaq,spaq/02856,train
23054,spaq,spaq/02857,train
23055,spaq,spaq/02858,train
23056,spaq,spaq/02859,train
23058,spaq,spaq/02861,train
23060,spaq,spaq/02863,train
